timestamp,job_name,memory_usage,total_memory,working_time,total_running_time
1762906494,gpt2-large,7635894272,51539607552,5,5
1762906499,gpt2-small,7781253120,51539607552,5,5
1762906505,gpt2-large,7834042368,51539607552,5,10
1762906510,gpt2-large,7782957056,51539607552,5,15
1762906515,gpt2-large,7799046144,51539607552,5,20
1762906520,gpt2-small,7995392000,51539607552,5,10
1762906525,gpt2-large,8000126976,51539607552,5,25
1762906530,gpt2-small,8006778880,51539607552,5,15
