timestamp,step,loss,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1763011419,0,4.722418308258057,9258074112,25769803776,81,40
1763011422,10,5.185695171356201,17806065664,25769803776,100,44
1763011426,20,3.900810956954956,21094400000,25769803776,100,50
1763011430,30,2.7414252758026123,21094400000,25769803776,100,51
1763011434,40,3.6711666584014893,21094400000,25769803776,100,49
1763011437,50,5.6520819664001465,24391122944,25769803776,100,47
1763011441,60,4.939977169036865,24391122944,25769803776,100,41
1763011445,70,3.5383074283599854,24391122944,25769803776,100,46
1763011448,80,3.4145421981811523,24391122944,25769803776,100,51
1763011451,90,3.4843215942382812,24391122944,25769803776,100,43
1763011455,100,3.447739601135254,24391122944,25769803776,100,42
1763011459,110,3.6034514904022217,24391122944,25769803776,100,48
1763011462,120,3.460862874984741,24391122944,25769803776,100,46
1763011551,130,3.639376640319824,15786508288,25769803776,100,45
1763011555,140,3.609179735183716,22338011136,25769803776,100,43
1763011558,150,2.6706981658935547,22338011136,25769803776,99,52
1763011562,160,3.7734665870666504,22338011136,25769803776,100,43
1763011565,170,3.8112752437591553,22338011136,25769803776,100,48
1763011569,180,3.1966962814331055,22338011136,25769803776,98,47
1763011573,190,3.538578510284424,22338011136,25769803776,100,45
1763011577,200,3.0043458938598633,22338011136,25769803776,100,45
1763011580,210,3.6984097957611084,22338011136,25769803776,100,42
1763011584,220,3.981661081314087,22338011136,25769803776,100,46
1763011587,230,3.7653019428253174,22338011136,25769803776,98,51
1763011591,240,3.430748462677002,22338011136,25769803776,100,41
1763013025,0,4.367434024810791,31988727808,51539607552
1763013040,10,4.690427303314209,41476538368,51539607552
